user_id,age,gender,primary_platform,daily_usage_hours,anxiety_score,depression_score,loneliness_score,sleep_quality_score,sleep_hours,mental_wellbeing_score,addiction_level,age_group,sleep_hours_group,addiction_level_tier,loneliness_group
USR01400,35,Non-binary,Instagram,7.0,4.8,2.0,3.3,4.7,6.8,6.0,High,26-35,,3,Kesepian Ringan
USR01401,29,Male,Snapchat,6.1,6.9,2.4,8.5,3.1,5.4,7.5,Moderate,26-35,<6 jam,2,Sangat Kesepian
USR01402,38,Female,TikTok,7.9,2.6,6.7,1.0,8.7,5.5,6.3,Moderate,36-45,<6 jam,2,Tidak Kesepian
USR01403,18,Male,YouTube,6.2,9.4,1.3,4.7,5.7,5.7,6.2,High,<18,<6 jam,3,Kesepian Ringan
USR01404,41,Female,Instagram,6.5,4.2,3.2,1.9,7.5,7.5,8.1,Low,36-45,6-8 jam,1,Tidak Kesepian
USR01405,24,Female,Snapchat,5.7,6.3,4.4,6.4,4.4,6.0,5.7,Severe,18-25,<6 jam,4,Kesepian Sedang
USR01406,37,Female,Snapchat,8.0,6.5,5.8,7.2,1.3,4.9,4.8,Severe,36-45,<6 jam,4,Kesepian Sedang
USR01407,21,Non-binary,Instagram,1.7,0.0,3.1,2.3,3.5,8.1,7.8,Low,18-25,>8 jam,1,Tidak Kesepian
USR01408,44,Female,Facebook,4.3,1.4,0.3,9.6,8.1,7.4,7.0,Low,36-45,6-8 jam,1,Sangat Kesepian
USR01409,41,Female,TikTok,2.5,8.0,3.6,4.9,6.1,4.9,7.2,Low,36-45,<6 jam,1,Kesepian Ringan
USR01410,36,Male,Snapchat,6.4,7.2,0.5,4.0,2.5,5.2,4.9,Severe,36-45,<6 jam,4,Kesepian Ringan
USR01411,24,Female,Instagram,5.1,4.0,1.2,1.4,2.9,6.0,5.8,High,18-25,<6 jam,3,Tidak Kesepian
USR01412,42,Female,Twitter/X,8.1,3.4,5.6,7.2,3.3,8.4,6.0,High,36-45,>8 jam,3,Kesepian Sedang
USR01413,17,Female,Instagram,4.9,7.8,4.2,3.9,6.7,8.6,4.7,Severe,<18,>8 jam,4,Kesepian Ringan
USR01414,22,Male,TikTok,4.2,1.8,4.5,3.8,4.6,9.6,3.9,Severe,18-25,>8 jam,4,Kesepian Ringan
USR01415,38,Female,Facebook,4.2,4.4,3.4,3.7,4.0,6.7,5.3,High,36-45,6-8 jam,3,Kesepian Ringan
USR01416,37,Male,Instagram,2.9,3.9,1.6,5.1,7.8,4.6,6.9,Low,36-45,<6 jam,1,Kesepian Sedang
USR01417,26,Female,TikTok,0.5,4.5,4.4,4.6,6.8,8.2,7.4,Low,26-35,>8 jam,1,Kesepian Ringan
USR01418,18,Male,Snapchat,4.5,6.1,7.4,8.1,3.7,9.0,6.3,Moderate,<18,>8 jam,2,Sangat Kesepian
USR01419,29,Male,Twitter/X,3.6,6.9,7.4,6.1,5.9,3.7,6.2,Moderate,26-35,<6 jam,2,Kesepian Sedang
USR01420,33,Male,TikTok,3.6,8.0,7.4,5.0,5.8,5.6,3.2,Severe,26-35,<6 jam,4,Kesepian Ringan
USR01421,15,Female,Instagram,2.1,6.0,7.2,3.3,5.6,8.2,6.7,Moderate,<18,>8 jam,2,Kesepian Ringan
USR01422,30,Non-binary,Instagram,4.7,4.9,7.1,0.2,6.7,8.5,5.7,High,26-35,>8 jam,3,Tidak Kesepian
USR01423,43,Male,Instagram,2.3,9.5,5.5,5.2,6.9,5.8,6.7,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR01424,27,Male,YouTube,5.1,7.1,4.3,4.2,4.0,7.4,7.6,Low,26-35,6-8 jam,1,Kesepian Ringan
USR01425,25,Male,Twitter/X,4.0,5.8,2.5,1.0,8.6,7.3,6.0,High,18-25,6-8 jam,3,Tidak Kesepian
USR01426,19,Male,Instagram,3.8,1.7,7.3,4.2,4.9,7.1,5.4,Severe,18-25,6-8 jam,4,Kesepian Ringan
USR01427,30,Male,Instagram,1.1,3.7,6.7,7.6,7.8,5.1,7.1,Low,26-35,<6 jam,1,Sangat Kesepian
USR01428,30,Female,YouTube,5.2,0.2,7.1,2.3,3.1,5.6,7.9,Low,26-35,<6 jam,1,Tidak Kesepian
USR01429,26,Male,Facebook,6.4,7.4,5.3,2.4,7.2,7.3,5.7,High,26-35,6-8 jam,3,Tidak Kesepian
USR01430,24,Non-binary,TikTok,4.2,5.7,4.7,7.7,6.7,6.7,3.4,Severe,18-25,6-8 jam,4,Sangat Kesepian
USR01431,18,Male,Facebook,3.3,2.4,2.0,4.0,7.8,4.0,7.2,Low,<18,<6 jam,1,Kesepian Ringan
USR01432,31,Female,Instagram,5.9,2.6,1.4,2.2,7.3,6.2,5.1,High,26-35,6-8 jam,3,Tidak Kesepian
USR01433,32,Male,Facebook,6.2,6.4,5.6,5.2,6.3,7.1,8.9,Low,26-35,6-8 jam,1,Kesepian Sedang
USR01434,15,Non-binary,YouTube,3.6,4.2,1.7,5.0,8.3,9.1,6.6,Moderate,<18,>8 jam,2,Kesepian Ringan
USR01435,27,Male,YouTube,10.5,3.9,4.0,4.7,6.4,7.8,7.7,Moderate,26-35,,2,Kesepian Ringan
USR01436,29,Female,YouTube,7.2,2.1,4.6,3.4,6.9,6.5,8.2,Low,26-35,6-8 jam,1,Kesepian Ringan
USR01437,26,Male,TikTok,7.8,3.2,5.4,4.1,8.8,4.3,8.7,Low,26-35,<6 jam,1,Kesepian Ringan
USR01438,44,Male,Instagram,5.4,6.5,5.9,5.4,7.5,4.7,7.1,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR01439,18,Male,Instagram,5.4,4.9,3.0,4.8,6.2,6.6,7.3,Low,<18,6-8 jam,1,Kesepian Ringan
USR01440,33,Male,Instagram,2.4,5.9,4.9,6.7,3.7,5.1,7.4,Low,26-35,<6 jam,1,Kesepian Sedang
USR01441,31,Male,Instagram,4.0,3.8,3.7,2.8,4.7,4.9,5.7,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR01442,28,Female,YouTube,4.6,0.0,5.6,3.0,7.2,7.0,8.0,Low,26-35,6-8 jam,1,Kesepian Ringan
USR01443,36,Female,Snapchat,6.0,3.6,2.9,6.2,5.8,7.2,3.9,Severe,36-45,,4,Kesepian Sedang
USR01444,39,Male,Instagram,3.4,2.9,7.2,4.6,2.9,7.3,7.7,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR01445,34,Female,Instagram,2.7,4.3,1.4,4.4,4.3,4.8,6.4,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR01446,40,Male,Twitter/X,7.1,8.5,3.3,1.5,2.7,8.1,6.8,Moderate,36-45,>8 jam,2,Tidak Kesepian
USR01447,17,Female,Instagram,4.8,9.2,2.9,0.1,3.1,6.5,5.8,Moderate,<18,6-8 jam,2,Tidak Kesepian
USR01448,35,Female,YouTube,6.6,7.7,2.6,6.2,6.4,9.3,4.4,Severe,26-35,>8 jam,4,Kesepian Sedang
USR01449,25,Female,Snapchat,4.8,5.4,5.8,5.6,6.8,8.1,4.4,Severe,18-25,>8 jam,4,Kesepian Sedang
USR01450,42,Male,YouTube,3.2,3.9,3.5,4.9,4.9,8.4,7.6,Moderate,36-45,>8 jam,2,Kesepian Ringan
USR01451,40,Male,YouTube,4.5,5.2,5.0,8.3,6.2,8.3,5.7,High,36-45,>8 jam,3,Sangat Kesepian
USR01452,36,Male,Facebook,0.5,1.4,6.1,3.8,7.4,4.2,8.6,Low,36-45,<6 jam,1,Kesepian Ringan
USR01453,32,Male,Instagram,6.7,7.6,3.8,2.4,6.6,7.3,6.6,Moderate,26-35,6-8 jam,2,Tidak Kesepian
USR01454,22,Female,Snapchat,5.7,6.4,5.8,2.3,8.6,8.2,3.0,Severe,18-25,>8 jam,4,Tidak Kesepian
USR01455,37,Non-binary,TikTok,7.1,2.4,3.6,4.7,4.3,3.7,4.9,Severe,36-45,<6 jam,4,Kesepian Ringan
USR01456,21,Male,Snapchat,4.0,4.3,5.4,5.0,5.9,6.6,8.9,Low,18-25,6-8 jam,1,Kesepian Ringan
USR01457,30,Female,Twitter/X,8.8,2.0,3.5,6.8,2.9,5.0,4.2,Severe,26-35,<6 jam,4,Kesepian Sedang
USR01458,43,Male,YouTube,7.2,5.1,4.4,4.1,5.8,6.6,6.3,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR01459,42,Non-binary,TikTok,0.7,0.3,3.2,2.7,4.1,7.6,7.2,Low,36-45,6-8 jam,1,Kesepian Ringan
USR01460,18,Male,Instagram,0.7,7.2,8.0,4.8,6.6,5.6,7.3,Low,<18,<6 jam,1,Kesepian Ringan
USR01461,28,Male,Snapchat,5.1,4.0,2.4,6.4,4.5,5.2,6.2,Moderate,26-35,<6 jam,2,Kesepian Sedang
USR01462,24,Male,Instagram,1.5,5.2,0.4,7.8,4.6,3.0,6.4,Moderate,18-25,<6 jam,2,Sangat Kesepian
USR01463,40,Male,YouTube,4.2,6.3,9.6,0.0,4.7,7.0,4.7,Severe,36-45,6-8 jam,4,
USR01464,29,Male,Facebook,4.1,4.2,0.7,3.7,6.4,3.4,8.0,Low,26-35,<6 jam,1,Kesepian Ringan
USR01465,28,Non-binary,Instagram,3.8,4.6,1.7,3.4,3.5,7.0,7.6,Low,26-35,6-8 jam,1,Kesepian Ringan
USR01466,24,Male,Facebook,7.8,6.1,2.8,6.6,5.7,9.0,4.4,Severe,18-25,>8 jam,4,Kesepian Sedang
USR01467,23,Male,Snapchat,5.8,6.7,4.1,3.6,5.5,7.4,6.8,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR01468,23,Female,YouTube,5.9,7.7,6.3,4.5,5.3,5.0,5.8,High,18-25,<6 jam,3,Kesepian Ringan
USR01469,21,Female,Facebook,5.0,1.7,3.7,5.4,4.6,5.1,7.5,Low,18-25,<6 jam,1,Kesepian Sedang
USR01470,35,Male,Instagram,11.0,9.9,2.1,7.2,7.7,8.8,4.7,Severe,26-35,>8 jam,4,Kesepian Sedang
USR01471,22,Non-binary,Instagram,7.4,7.5,4.2,4.1,6.5,5.0,4.9,Severe,18-25,<6 jam,4,Kesepian Ringan
USR01472,35,Male,YouTube,3.0,5.2,2.8,5.2,5.7,6.4,5.1,Severe,26-35,6-8 jam,4,Kesepian Sedang
USR01473,23,Female,YouTube,5.7,9.3,2.7,5.2,6.2,6.9,4.8,Severe,18-25,6-8 jam,4,Kesepian Sedang
USR01474,31,Male,Facebook,2.9,7.1,3.6,7.0,9.5,5.5,7.3,Moderate,26-35,<6 jam,2,Kesepian Sedang
USR01475,15,Female,YouTube,4.1,3.3,4.6,4.4,5.6,6.8,8.1,Low,<18,6-8 jam,1,Kesepian Ringan
USR01476,40,Non-binary,Instagram,4.3,6.3,8.9,3.8,7.7,7.8,5.3,Severe,36-45,6-8 jam,4,Kesepian Ringan
USR01477,18,Female,Instagram,1.5,1.1,0.0,3.1,6.5,6.7,8.2,Low,<18,6-8 jam,1,Kesepian Ringan
USR01478,36,Male,TikTok,0.5,3.3,7.8,3.7,5.7,6.9,8.9,Low,36-45,6-8 jam,1,Kesepian Ringan
USR01479,20,Female,TikTok,1.9,1.5,7.2,6.9,5.0,7.7,6.5,Low,18-25,6-8 jam,1,Kesepian Sedang
USR01480,38,Female,Snapchat,5.7,3.8,2.8,6.1,4.3,5.7,6.2,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR01481,16,Male,Twitter/X,0.5,4.7,4.9,7.5,6.8,3.9,6.0,High,<18,<6 jam,3,Kesepian Sedang
USR01482,23,Female,Snapchat,5.8,5.0,2.6,6.2,6.8,4.8,7.6,Low,18-25,,1,Kesepian Sedang
USR01483,44,Male,YouTube,0.5,6.4,6.0,6.4,6.2,5.6,7.6,Low,36-45,<6 jam,1,Kesepian Sedang
USR01484,28,Female,TikTok,2.8,7.9,3.1,5.3,5.6,5.6,5.5,Severe,26-35,<6 jam,4,Kesepian Sedang
USR01485,30,Male,Instagram,3.3,5.0,2.7,3.2,3.2,5.8,5.5,High,26-35,<6 jam,3,Kesepian Ringan
USR01486,39,Male,TikTok,6.1,6.8,3.9,6.3,4.8,6.8,5.3,High,36-45,6-8 jam,3,Kesepian Sedang
USR01487,29,Female,Instagram,4.5,4.4,0.0,4.8,5.8,4.2,4.8,Severe,26-35,<6 jam,4,Kesepian Ringan
USR01488,31,Male,TikTok,2.1,5.8,9.5,5.8,4.8,7.6,8.5,Low,26-35,6-8 jam,1,Kesepian Sedang
USR01489,22,Female,Facebook,3.2,6.2,5.8,4.5,7.2,5.9,6.2,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR01490,26,Female,Snapchat,5.0,6.3,6.7,6.0,8.4,5.5,7.3,Low,26-35,<6 jam,1,Kesepian Sedang
USR01491,31,Female,Twitter/X,6.9,3.1,4.3,6.0,2.2,5.6,5.9,High,26-35,<6 jam,3,Kesepian Sedang
USR01492,21,Non-binary,Instagram,5.1,5.4,7.1,3.2,4.7,6.5,9.3,Low,18-25,6-8 jam,1,Kesepian Ringan
USR01493,44,Male,Instagram,4.3,7.3,5.4,7.3,7.1,5.6,6.9,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR01494,16,Male,YouTube,3.9,5.5,1.6,3.4,5.8,7.9,7.4,Moderate,<18,6-8 jam,2,Kesepian Ringan
USR01495,27,Female,Instagram,7.9,3.6,4.3,4.9,8.1,4.9,6.8,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR01496,40,Male,TikTok,2.7,6.2,5.4,3.3,8.5,6.7,6.5,High,36-45,6-8 jam,3,Kesepian Ringan
USR01497,23,Non-binary,YouTube,3.5,2.7,3.8,4.2,7.2,6.9,6.4,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR01498,39,Female,Instagram,5.3,8.4,2.3,0.4,5.1,5.6,4.7,Severe,36-45,,4,Tidak Kesepian
USR01499,26,Female,Twitter/X,7.3,5.8,8.8,7.5,6.4,4.2,6.4,High,26-35,<6 jam,3,Kesepian Sedang
USR01500,16,Female,TikTok,0.7,2.8,2.0,5.9,5.3,7.2,6.1,Moderate,<18,6-8 jam,2,Kesepian Sedang
